name,description,turbulence_category,designator,manufacturer,type,engine_count,engine_type
Seneca,L2P,L,PA34,CHINCUL,LandPlane,2,Piston
Tomahawk,L1P,L,PA38,CHINCUL,LandPlane,1,Piston
Turbo Lance 2,L1P,L,P32T,CHINCUL,LandPlane,1,Piston
Warrior 2,L1P,L,P28A,CHINCUL,LandPlane,1,Piston
PA-A-28RT-201T Turbo Arrow 4,L1P,L,P28U,CHINCUL,LandPlane,1,Piston
Turbo Arrow 4,L1P,L,P28U,CHINCUL,LandPlane,1,Piston
PA-A-28R-201T Turbo Arrow 3,L1P,L,P28S,CHINCUL,LandPlane,1,Piston
PA-A-28R-201T Turbo Cherokee Arrow 3,L1P,L,P28S,CHINCUL,LandPlane,1,Piston
Turbo Cherokee Arrow 3,L1P,L,P28S,CHINCUL,LandPlane,1,Piston
Turbo Arrow 3,L1P,L,P28S,CHINCUL,LandPlane,1,Piston
Mini Coupe,L1P,L,MCOU,CHRIS TENA,LandPlane,1,Piston
CH-3 Super Ace,L1P,L,CH3,CHRISLEA,LandPlane,1,Piston
CH-3 Skyjeep,L1P,L,CH3,CHRISLEA,LandPlane,1,Piston
Super Ace,L1P,L,CH3,CHRISLEA,LandPlane,1,Piston
Skyjeep,L1P,L,CH3,CHRISLEA,LandPlane,1,Piston
A-1 Husky,L1P,L,HUSK,CHRISTEN,LandPlane,1,Piston
Eagle,L1P,L,EAGL,CHRISTEN,LandPlane,1,Piston
Husky,L1P,L,HUSK,CHRISTEN,LandPlane,1,Piston
Pitts S-1 Special,L1P,L,PTS1,CHRISTEN,LandPlane,1,Piston
Pitts S-2 Special,L1P,L,PTS2,CHRISTEN,LandPlane,1,Piston
Synergy,L1P,L,SNGY,CIAC,LandPlane,1,Piston
T-90 Calima,L1P,L,SNGY,CIAC,LandPlane,1,Piston
Calima,L1P,L,SNGY,CIAC,LandPlane,1,Piston
CH-12,H1P,L,CH12,CICARE,Helicopter,1,Piston
CH-14 Aguilucho,H1T,L,CH14,CICARE,Helicopter,1,Turboprop/Turboshaft
Aguilucho,H1T,L,CH14,CICARE,Helicopter,1,Turboprop/Turboshaft
Nieuport 12-7/8,L1P,L,CN12,CIRCA,LandPlane,1,Piston
SR-20,L1P,L,SR20,CIRRUS,LandPlane,1,Piston
SR-20 SRV,L1P,L,SR20,CIRRUS,LandPlane,1,Piston
SR-22,L1P,L,SR22,CIRRUS,LandPlane,1,Piston
SRV,L1P,L,SR20,CIRRUS,LandPlane,1,Piston
SR-22T,L1P,L,S22T,CIRRUS,LandPlane,1,Piston
SJ-X Vision,L1J,L,SF50,CIRRUS,LandPlane,1,Jet
SF-50 Vision,L1J,L,SF50,CIRRUS,LandPlane,1,Jet
Vision,L1J,L,SF50,CIRRUS,LandPlane,1,Jet
SR-22 Turbo,L1P,L,S22T,CIRRUS,LandPlane,1,Piston
T-53,L1P,L,SR20,CIRRUS,LandPlane,1,Piston
VK-30 Cirrus (turbine),L1T,L,VK3T,CIRRUS,LandPlane,1,Turboprop/Turboshaft
Cirrus (turbine),L1T,L,VK3T,CIRRUS,LandPlane,1,Turboprop/Turboshaft
VK-30 Cirrus (piston),L1P,L,VK3P,CIRRUS,LandPlane,1,Piston
Cirrus (piston),L1P,L,VK3P,CIRRUS,LandPlane,1,Piston
305,L1P,L,O1,CLAASSEN,LandPlane,1,Piston
Bush Caddy L-160,L1P,L,CAD4,CLASS,LandPlane,1,Piston
Bush Caddy L-162,L1P,L,CAD4,CLASS,LandPlane,1,Piston
Bush Caddy L-164,L1P,L,CAD4,CLASS,LandPlane,1,Piston
Bush Caddy R-80,L1P,L,CAD2,CLASS,LandPlane,1,Piston
Bush Caddy R-120,L1P,L,CAD2,CLASS,LandPlane,1,Piston
Waco Classic,L1P,L,WACF,CLASSIC,LandPlane,1,Piston
S-18,L1P,L,T18,CLASSIC SPORT,LandPlane,1,Piston
CD-2 Seastar,A2T,L,CD2,CLAUDIUS DORNIER,Amphibian,2,Turboprop/Turboshaft
Seastar,A2T,L,CD2,CLAUDIUS DORNIER,Amphibian,2,Turboprop/Turboshaft
Spad 13 80%,L1P,L,ES13,CLIFFORD AEROWORKS,LandPlane,1,Piston
Co-50 Valkyrie,L1P,L,CO50,COBALT,LandPlane,1,Piston
Valkyrie,L1P,L,CO50,COBALT,LandPlane,1,Piston
D-158 Nipper,L1P,L,NIPR,COBELAVIA,LandPlane,1,Piston
Nipper,L1P,L,NIPR,COBELAVIA,LandPlane,1,Piston
Arrow,L1P,L,COAR,COBRA,LandPlane,1,Piston
Bearcat,L2P,L,C310,COLEMILL,LandPlane,2,Piston
Century 600,L2P,L,C320,COLEMILL,LandPlane,2,Piston
Executive 600,L2P,L,C310,COLEMILL,LandPlane,2,Piston
Foxstar Baron 55,L2P,L,BE55,COLEMILL,LandPlane,2,Piston
Foxstar Baron 58,L2P,L,BE58,COLEMILL,LandPlane,2,Piston
Panther 2,L2P,L,PA31,COLEMILL,LandPlane,2,Piston
Panther 3,L2P,L,PA31,COLEMILL,LandPlane,2,Piston
Panther Navajo,L2P,L,PA31,COLEMILL,LandPlane,2,Piston
President 600,L2P,L,BE55,COLEMILL,LandPlane,2,Piston
Starfire Bonanza 33,L1P,L,BE33,COLEMILL,LandPlane,1,Piston
Starfire Bonanza 35,L1P,L,BE35,COLEMILL,LandPlane,1,Piston
Starfire Bonanza 36,L1P,L,BE36,COLEMILL,LandPlane,1,Piston
Dipper,A1P,L,DIPR,COLLINS,Amphibian,1,Piston
Ban-Bi,L1P,L,MCR1,COLOMBAN,LandPlane,1,Piston
Cricri,L2P,L,MC10,COLOMBAN,LandPlane,2,Piston
MC-10 Cricri,L2P,L,MC10,COLOMBAN,LandPlane,2,Piston
MC-12 Cricri,L2P,L,MC10,COLOMBAN,LandPlane,2,Piston
MC-15 Cricri,L2P,L,MC10,COLOMBAN,LandPlane,2,Piston
MC-100 Ban-Bi,L1P,L,MCR1,COLOMBAN,LandPlane,1,Piston
C-1 Skimmer,A1P,L,SKIM,COLONIAL,Amphibian,1,Piston
C-2 Skimmer,A1P,L,SKIM,COLONIAL,Amphibian,1,Piston
Skimmer,A1P,L,SKIM,COLONIAL,Amphibian,1,Piston
Columbia 350,L1P,L,COL3,COLUMBIA,LandPlane,1,Piston
Columbia 400,L1P,L,COL4,COLUMBIA,LandPlane,1,Piston
LC-41 Columbia 400,L1P,L,COL4,COLUMBIA,LandPlane,1,Piston
LC-42 Columbia 350,L1P,L,COL3,COLUMBIA,LandPlane,1,Piston
Freedom,A1P,L,CFRE,COLYAER,Amphibian,1,Piston
Gannet,S1P,L,CGAN,COLYAER,SeaPlane,1,Piston
Martin 3,L1P,L,CMA3,COLYAER,LandPlane,1,Piston
Mascato,A1P,L,CFRE,COLYAER,Amphibian,1,Piston
Xiangfeng,L2J,M,AJ27,COMAC,LandPlane,2,Jet
ARJ-21-700,L2J,M,AJ27,COMAC,LandPlane,2,Jet
C-919,L2J,M,C919,COMAC,LandPlane,2,Jet
ARJ-21-700 Xiangfeng,L2J,M,AJ27,COMAC,LandPlane,2,Jet
Commander 114,L1P,L,AC11,COMMANDER,LandPlane,1,Piston
Commander 115,L1P,L,AC11,COMMANDER,LandPlane,1,Piston
BA-206 Kiowa,H1T,L,B06,COMMONWEALTH (1),Helicopter,1,Turboprop/Turboshaft
Boomerang,L1P,L,CA19,COMMONWEALTH (1),LandPlane,1,Piston
CA-13 Boomerang,L1P,L,CA19,COMMONWEALTH (1),LandPlane,1,Piston
CA-16 Wirraway,L1P,L,WIRR,COMMONWEALTH (1),LandPlane,1,Piston
CA-18 Mustang,L1P,L,P51,COMMONWEALTH (1),LandPlane,1,Piston
CA-19 Boomerang,L1P,L,CA19,COMMONWEALTH (1),LandPlane,1,Piston
CA-25 Winjeel,L1P,L,CA25,COMMONWEALTH (1),LandPlane,1,Piston
CA-27 Sabre,L1J,M,F86,COMMONWEALTH (1),LandPlane,1,Jet
CA-29 Mirage 3,L1J,M,MIRA,COMMONWEALTH (1),LandPlane,1,Jet
CA-30,L1J,L,M326,COMMONWEALTH (1),LandPlane,1,Jet
CA-32 Kiowa,H1T,L,B06,COMMONWEALTH (1),Helicopter,1,Turboprop/Turboshaft
Kiowa,H1T,L,B06,COMMONWEALTH (1),Helicopter,1,Turboprop/Turboshaft
MB-326,L1J,L,M326,COMMONWEALTH (1),LandPlane,1,Jet
Mirage 3,L1J,M,MIRA,COMMONWEALTH (1),LandPlane,1,Jet
Mustang,L1P,L,P51,COMMONWEALTH (1),LandPlane,1,Piston
Sabre,L1J,M,F86,COMMONWEALTH (1),LandPlane,1,Jet
Winjeel,L1P,L,CA25,COMMONWEALTH (1),LandPlane,1,Piston
Wirraway,L1P,L,WIRR,COMMONWEALTH (1),LandPlane,1,Piston
185 Skyranger,L1P,L,SKYR,COMMONWEALTH (2),LandPlane,1,Piston
Skyranger,L1P,L,SKYR,COMMONWEALTH (2),LandPlane,1,Piston
CA-3 Comp Air 3,L1P,L,CA3,COMP AIR,LandPlane,1,Piston
CA-4 Comp Air 4,L1P,L,CA4,COMP AIR,LandPlane,1,Piston
CA-4 Comp Monster,L1P,L,CA4,COMP AIR,LandPlane,1,Piston
CA-6 Comp Air 6,L1P,L,CA6,COMP AIR,LandPlane,1,Piston
CA-7P Comp Air 7P,L1P,L,CA7P,COMP AIR,LandPlane,1,Piston
CA-7SLX  Comp Air 7SLX,L1T,L,CA7T,COMP AIR,LandPlane,1,Turboprop/Turboshaft
CA-7T Comp Air 7T,L1T,L,CA7T,COMP AIR,LandPlane,1,Turboprop/Turboshaft
CA-8 Comp Air 8,L1T,L,CA8,COMP AIR,LandPlane,1,Turboprop/Turboshaft
CA-10XLT Comp Air 10XLT,L1T,L,CA1T,COMP AIR,LandPlane,1,Turboprop/Turboshaft
CA-12 Comp Air 12,L1T,L,CA12,COMP AIR,LandPlane,1,Turboprop/Turboshaft
Comp Air 3,L1P,L,CA3,COMP AIR,LandPlane,1,Piston
Comp Air 4,L1P,L,CA4,COMP AIR,LandPlane,1,Piston
Comp Air 6,L1P,L,CA6,COMP AIR,LandPlane,1,Piston
Comp Air 7P,L1P,L,CA7P,COMP AIR,LandPlane,1,Piston
Comp Air 7SLX,L1T,L,CA7T,COMP AIR,LandPlane,1,Turboprop/Turboshaft
Comp Air 7T,L1T,L,CA7T,COMP AIR,LandPlane,1,Turboprop/Turboshaft
Comp Air 8,L1T,L,CA8,COMP AIR,LandPlane,1,Turboprop/Turboshaft
Comp Air 10XLT,L1T,L,CA1T,COMP AIR,LandPlane,1,Turboprop/Turboshaft
Comp Air 12,L1T,L,CA12,COMP AIR,LandPlane,1,Turboprop/Turboshaft
Comp Monster,L1P,L,CA4,COMP AIR,LandPlane,1,Piston
CA-9 Comp Air 9,L1T,L,CA9,COMP AIR,LandPlane,1,Turboprop/Turboshaft
Comp Air 9,L1T,L,CA9,COMP AIR,LandPlane,1,Turboprop/Turboshaft
Viva,L1P,L,VIVA,COMPOSIT AIRPLANES,LandPlane,1,Piston
F-27 Firefighter,L2T,M,F27,CONAIR,LandPlane,2,Turboprop/Turboshaft
Firecat,L2P,M,S2P,CONAIR,LandPlane,2,Piston
Firefighter,L2T,M,F27,CONAIR,LandPlane,2,Turboprop/Turboshaft
Turbo Firecat,L2T,M,S2T,CONAIR,LandPlane,2,Turboprop/Turboshaft
CL-44-O Guppy,L4T,M,CL4G,CONROY,LandPlane,4,Turboprop/Turboshaft
Guppy,L4T,M,CL4G,CONROY,LandPlane,4,Turboprop/Turboshaft
28 Catalina,A2P,M,CAT,CONSOLIDATED,Amphibian,2,Piston
A-10 Catalina,A2P,M,CAT,CONSOLIDATED,Amphibian,2,Piston
B-24 Liberator,L4P,M,B24,CONSOLIDATED,LandPlane,4,Piston
C-87 Liberator Express,L4P,M,B24,CONSOLIDATED,LandPlane,4,Piston
Canso,A2P,M,CAT,CONSOLIDATED,Amphibian,2,Piston
Catalina,A2P,M,CAT,CONSOLIDATED,Amphibian,2,Piston
LB-30 Liberator,L4P,M,B24,CONSOLIDATED,LandPlane,4,Piston
Liberator,L4P,M,B24,CONSOLIDATED,LandPlane,4,Piston
Liberator Express,L4P,M,B24,CONSOLIDATED,LandPlane,4,Piston
OA-10 Catalina,A2P,M,CAT,CONSOLIDATED,Amphibian,2,Piston
PBY Catalina,A2P,M,CAT,CONSOLIDATED,Amphibian,2,Piston
El Tomcat,H1P,L,ELTO,CONTINENTAL COPTERS,Helicopter,1,Piston
28 Catalina,A2P,M,CAT,CONVAIR,Amphibian,2,Piston
A-10 Catalina,A2P,M,CAT,CONVAIR,Amphibian,2,Piston
B-24 Liberator,L4P,M,B24,CONVAIR,LandPlane,4,Piston
BT-13 Valiant,L1P,L,VALI,CONVAIR,LandPlane,1,Piston
C-87 Liberator Express,L4P,M,B24,CONVAIR,LandPlane,4,Piston
C-131,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
C-131 Samaritan,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
C-131H,L2T,M,CVLT,CONVAIR,LandPlane,2,Turboprop/Turboshaft
Catalina,A2P,M,CAT,CONVAIR,Amphibian,2,Piston
Convairliner,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
CV-240 Convairliner,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
CV-340 Convairliner,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
CV-440 Metropolitan,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
CV-580,L2T,M,CVLT,CONVAIR,LandPlane,2,Turboprop/Turboshaft
CV-600,L2T,M,CVLT,CONVAIR,LandPlane,2,Turboprop/Turboshaft
CV-640,L2T,M,CVLT,CONVAIR,LandPlane,2,Turboprop/Turboshaft
Delta Dart,L1J,M,F106,CONVAIR,LandPlane,1,Jet
ET-29,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
HC-131,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
L-13,L1P,L,L13,CONVAIR,LandPlane,1,Piston
Liberator,L4P,M,B24,CONVAIR,LandPlane,4,Piston
Liberator Express,L4P,M,B24,CONVAIR,LandPlane,4,Piston
Metropolitan,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
OA-10 Catalina,A2P,M,CAT,CONVAIR,Amphibian,2,Piston
P4Y Privateer,L4P,M,P4Y,CONVAIR,LandPlane,4,Piston
PB4Y Privateer,L4P,M,P4Y,CONVAIR,LandPlane,4,Piston
PBY Catalina,A2P,M,CAT,CONVAIR,Amphibian,2,Piston
Privateer,L4P,M,P4Y,CONVAIR,LandPlane,4,Piston
QF-106 Delta Dart,L1J,M,F106,CONVAIR,LandPlane,1,Jet
Samaritan,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
T-29,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
V-54 Valiant,L1P,L,VALI,CONVAIR,LandPlane,1,Piston
Valiant,L1P,L,VALI,CONVAIR,LandPlane,1,Piston
VC-131G,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
VT-29,L2P,M,CVLP,CONVAIR,LandPlane,2,Piston
CP-301 Emeraude,L1P,L,CP30,COOPAVIA-MENAVIA,LandPlane,1,Piston
Emeraude,L1P,L,CP30,COOPAVIA-MENAVIA,LandPlane,1,Piston
Junior Ace,L1P,L,JACE,CORBEN,LandPlane,1,Piston
Super Ace,L1P,L,SACE,CORBEN,LandPlane,1,Piston
CJ-1 Starlet,L1P,L,CJ1,CORBY,LandPlane,1,Piston
Starlet,L1P,L,CJ1,CORBY,LandPlane,1,Piston
Corone,L1P,L,CORO,CORVUS,LandPlane,1,Piston
CA-41 Racer,L1P,L,CA41,CORVUS,LandPlane,1,Piston
Racer,L1P,L,CA41,CORVUS,LandPlane,1,Piston
CA-21 Phantom,L1P,L,CORO,CORVUS,LandPlane,1,Piston
Phantom,L1P,L,CORO,CORVUS,LandPlane,1,Piston
CA-22 Crusader,L1P,L,CORO,CORVUS,LandPlane,1,Piston
CH-11 Fusion,L1P,L,FUSI,CORVUS,LandPlane,1,Piston
CR-312 Racer 312,L1P,L,FUSI,CORVUS,LandPlane,1,Piston
Crusader,L1P,L,CORO,CORVUS,LandPlane,1,Piston
Fusion,L1P,L,FUSI,CORVUS,LandPlane,1,Piston
Racer 312,L1P,L,FUSI,CORVUS,LandPlane,1,Piston
Cosy Classic,L1P,L,COZY,COSY,LandPlane,1,Piston
J-6 Karatoo,L1P,L,KTOO,COUNTRY AIR,LandPlane,1,Piston
Karatoo,L1P,L,KTOO,COUNTRY AIR,LandPlane,1,Piston
JC-01,L1P,L,JC01,COUPE,LandPlane,1,Piston
JC-02,L1P,L,JC02,COUPE,LandPlane,1,Piston
JC-200,L1P,L,JC02,COUPE,LandPlane,1,Piston
Cozy,L1P,L,COZY,CO-Z,LandPlane,1,Piston
CozyJet,L1J,L,COZJ,CO-Z,LandPlane,1,Jet
Dragon Fly,H1P,L,DRAG,CRAE,Helicopter,1,Piston
IAR-99 Soim,L1J,L,IR99,CRAIOVA,LandPlane,1,Jet
Soim,L1J,L,IR99,CRAIOVA,LandPlane,1,Jet
Aerocat SR,L1P,L,CAT1,CREATIVE FLIGHT,LandPlane,1,Piston
Aerocat TR,L2P,L,CAT2,CREATIVE FLIGHT,LandPlane,2,Piston
MPA Aerocat SR,L1P,L,CAT1,CREATIVE FLIGHT,LandPlane,1,Piston
MPA Aerocat TR,L2P,L,CAT2,CREATIVE FLIGHT,LandPlane,2,Piston
Criquet,L1P,L,EC6,CROSES,LandPlane,1,Piston
EC-6 Criquet,L1P,L,EC6,CROSES,LandPlane,1,Piston
EC-8 Tourisme,L1P,L,EC6,CROSES,LandPlane,1,Piston
Tourisme,L1P,L,EC6,CROSES,LandPlane,1,Piston
PS-28 Cruiser,L1P,L,CRUZ,CSA,LandPlane,1,Piston
Cruiser,L1P,L,CRUZ,CSA,LandPlane,1,Piston
PiperSport,L1P,L,CRUZ,CSA,LandPlane,1,Piston
SportCruiser,L1P,L,CRUZ,CSA,LandPlane,1,Piston
Mermaid,A1P,L,MRMD,CSA,Amphibian,1,Piston
Parrot,L1P,L,PROT,CSA,LandPlane,1,Piston
CSS-13,L1P,L,PO2,CSS,LandPlane,1,Piston
Eagle 150,L1P,L,EAGX,CTRM,LandPlane,1,Piston
Cub,L1P,L,J3,CUB,LandPlane,1,Piston
J-3 Cub,L1P,L,J3,CUB,LandPlane,1,Piston
J-3 Prospector,L1P,L,J3,CUB,LandPlane,1,Piston
Prospector,L1P,L,J3,CUB,LandPlane,1,Piston
CC-18 Top Cub,L1P,L,PA18,CUB CRAFTERS,LandPlane,1,Piston
PA-18 Top Cub,L1P,L,PA18,CUB CRAFTERS,LandPlane,1,Piston
Top Cub,L1P,L,PA18,CUB CRAFTERS,LandPlane,1,Piston
CC-19 XCub,L1P,L,CC19,CUB CRAFTERS,LandPlane,1,Piston
XCub,L1P,L,CC19,CUB CRAFTERS,LandPlane,1,Piston
CC-19 NXCub,L1P,L,CC19,CUB CRAFTERS,LandPlane,1,Piston
NXCub,L1P,L,CC19,CUB CRAFTERS,LandPlane,1,Piston
CC-11 Carbon Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
CC-11 Sport Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
CC-11 Super Sport Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
CCK-1865 Carbon Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
CCK-2000 Carbon Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
CCX-1865 Carbon Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
CCX-2000 Carbon Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
Carbon Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
Sport Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
Super Sport Cub,L1P,L,CC11,CUB CRAFTERS,LandPlane,1,Piston
MonoCulp,L1P,L,MOCU,CULP,LandPlane,1,Piston
Sopwith Pup,L1P,L,CPUP,CULP,LandPlane,1,Piston
Special,L1P,L,CULP,CULP,LandPlane,1,Piston
Cadet,L1P,L,CUCA,CULVER,LandPlane,1,Piston
Dart G,L1P,L,DRTG,CULVER,LandPlane,1,Piston
Dart GK,L1P,L,DRTG,CULVER,LandPlane,1,Piston
Dart GW,L1P,L,DRTG,CULVER,LandPlane,1,Piston
LAR Cadet,L1P,L,CUCA,CULVER,LandPlane,1,Piston
LCA Cadet,L1P,L,CUCA,CULVER,LandPlane,1,Piston
LFA Cadet,L1P,L,CUCA,CULVER,LandPlane,1,Piston
PQ-8 Cadet,L1P,L,CUCA,CULVER,LandPlane,1,Piston
PQ-14 Cadet,L1P,L,CUCA,CULVER,LandPlane,1,Piston
V,L1P,L,CULV,CULVER,LandPlane,1,Piston
Zefhir,H1T,L,ZEFR,CURTI,Helicopter,1,Turboprop/Turboshaft
C-46 Commando,L2P,M,C46,CURTISS,LandPlane,2,Piston
Commando,L2P,M,C46,CURTISS,LandPlane,2,Piston
CW-20 Commando,L2P,M,C46,CURTISS,LandPlane,2,Piston
Kittyhawk,L1P,L,P40,CURTISS,LandPlane,1,Piston
P-40 Warhawk,L1P,L,P40,CURTISS,LandPlane,1,Piston
TP-40 Warhawk,L1P,L,P40,CURTISS,LandPlane,1,Piston
Warhawk,L1P,L,P40,CURTISS,LandPlane,1,Piston
50 Robin,L1P,L,CRBN,CURTISS,LandPlane,1,Piston
Robin,L1P,L,CRBN,CURTISS,LandPlane,1,Piston
P-40 Kittyhawk,L1P,L,P40,CURTISS,LandPlane,1,Piston
P-40 Tomahawk,L1P,L,P40,CURTISS,LandPlane,1,Piston
Tomahawk,L1P,L,P40,CURTISS,LandPlane,1,Piston
50 Robin,L1P,L,CRBN,CURTISS-ROBERTSON,LandPlane,1,Piston
Robin,L1P,L,CRBN,CURTISS-ROBERTSON,LandPlane,1,Piston
North Star 6 Galaxie,L1P,L,NST6,CUSTOM FLIGHT,LandPlane,1,Piston
Galaxie,L1P,L,NST6,CUSTOM FLIGHT,LandPlane,1,Piston
Bright Star,L1P,L,BSTR,CUSTOM FLIGHT,LandPlane,1,Piston
Lite Star,L1P,L,LSTR,CUSTOM FLIGHT,LandPlane,1,Piston
North Star,L1P,L,NSTR,CUSTOM FLIGHT,LandPlane,1,Piston
CA-61 Mini Ace,L1P,L,CA61,CVJETKOVIC,LandPlane,1,Piston
CA-65 Skyfly,L1P,L,CA65,CVJETKOVIC,LandPlane,1,Piston
Mini Ace,L1P,L,CA61,CVJETKOVIC,LandPlane,1,Piston
Skyfly,L1P,L,CA65,CVJETKOVIC,LandPlane,1,Piston
UL-39 Albi,L1P,L,UL39,CVUT,LandPlane,1,Piston
Albi,L1P,L,UL39,CVUT,LandPlane,1,Piston
CH-601 Zodiac,L1P,L,CH60,CZAW,LandPlane,1,Piston
CH-701 Stol,L1P,L,CH70,CZAW,LandPlane,1,Piston
CH-801 Stol,L1P,L,CH80,CZAW,LandPlane,1,Piston
Mermaid,A1P,L,MRMD,CZAW,Amphibian,1,Piston
Parrot,L1P,L,PROT,CZAW,LandPlane,1,Piston
SportCruiser,L1P,L,CRUZ,CZAW,LandPlane,1,Piston
Stol (CH-701),L1P,L,CH70,CZAW,LandPlane,1,Piston
Stol (CH-801),L1P,L,CH80,CZAW,LandPlane,1,Piston
Zodiac,L1P,L,CH60,CZAW,LandPlane,1,Piston
RangeR,L1P,L,RNGR,DAC,LandPlane,1,Piston
KT-1 Woong-Bee,L1T,L,KT1,DAEWOO,LandPlane,1,Turboprop/Turboshaft
KTX-1 Woong-Bee,L1T,L,KT1,DAEWOO,LandPlane,1,Turboprop/Turboshaft
Woong-Bee,L1T,L,KT1,DAEWOO,LandPlane,1,Turboprop/Turboshaft
TBM-700N (TBM-930),L1T,L,TBM9,DAHER,LandPlane,1,Turboprop/Turboshaft
TBM-930,L1T,L,TBM9,DAHER,LandPlane,1,Turboprop/Turboshaft
TBM-700N (TBM-910),L1T,L,TBM9,DAHER,LandPlane,1,Turboprop/Turboshaft
TBM-910,L1T,L,TBM9,DAHER,LandPlane,1,Turboprop/Turboshaft
TBM-940,L1T,L,TBM9,DAHER,LandPlane,1,Turboprop/Turboshaft
TBM-700N (TBM-940),L1T,L,TBM9,DAHER,LandPlane,1,Turboprop/Turboshaft
Kodiak 100,L1T,L,K100,DAHER,LandPlane,1,Turboprop/Turboshaft
TBM-960,L1T,L,TBM9,DAHER,LandPlane,1,Turboprop/Turboshaft
TBM-700N (TBM-960),L1T,L,TBM9,DAHER,LandPlane,1,Turboprop/Turboshaft
Kodiak 200,L1T,L,K900,DAHER,LandPlane,1,Turboprop/Turboshaft
Kodiak 900,L1T,L,K900,DAHER,LandPlane,1,Turboprop/Turboshaft
D-4 Fascination,L1P,L,DAL4,DALLACH,LandPlane,1,Piston
D-5 Evolution,L1P,L,DAL5,DALLACH,LandPlane,1,Piston
Evolution,L1P,L,DAL5,DALLACH,LandPlane,1,Piston
Fascination,L1P,L,DAL4,DALLACH,LandPlane,1,Piston
FR-01 Snap,L1P,L,SNAP,DALLAIR,LandPlane,1,Piston
FR-100 Snap,L1P,L,SNAP,DALLAIR,LandPlane,1,Piston
Snap,L1P,L,SNAP,DALLAIR,LandPlane,1,Piston
DFL-6 Saphir,L1P,L,DFL6,DAMOURE-FABRE,LandPlane,1,Piston
Saphir,L1P,L,DFL6,DAMOURE-FABRE,LandPlane,1,Piston
D-201 Sportwing,L1P,L,D201,D'APUZZO,LandPlane,1,Piston
D-260 Senior Aero Sport,L1P,L,SRAS,D'APUZZO,LandPlane,1,Piston
D-295 Senior Aero Sport,L1P,L,SRAS,D'APUZZO,LandPlane,1,Piston
PJ-260 Senior Aero Sport,L1P,L,SRAS,D'APUZZO,LandPlane,1,Piston
Senior Aero Sport,L1P,L,SRAS,D'APUZZO,LandPlane,1,Piston
Sportwing,L1P,L,D201,D'APUZZO,LandPlane,1,Piston
G,L1P,L,DRTG,DART,LandPlane,1,Piston
GK,L1P,L,DRTG,DART,LandPlane,1,Piston
GW,L1P,L,DRTG,DART,LandPlane,1,Piston
Eurofighter 2000,L2J,M,EUFI,DASA,LandPlane,2,Jet
Typhoon,L2J,M,EUFI,DASA,LandPlane,2,Jet
Mirage 5,L1J,M,MIRA,DASSAULT,LandPlane,1,Jet
Mirage 50,L1J,M,MIRA,DASSAULT,LandPlane,1,Jet
Mirage 2000,L1J,M,MIR2,DASSAULT,LandPlane,1,Jet
Mirage F1,L1J,M,MRF1,DASSAULT,LandPlane,1,Jet
Mystère 4A,L1J,M,MYS4,DASSAULT,LandPlane,1,Jet
Mystère 10,L2J,M,FA10,DASSAULT,LandPlane,2,Jet
Mystère 20,L2J,M,FA20,DASSAULT,LandPlane,2,Jet
Mystère 50,L3J,M,FA50,DASSAULT,LandPlane,3,Jet
Mystère 100,L2J,M,FA10,DASSAULT,LandPlane,2,Jet
Mystère 200,L2J,M,FA20,DASSAULT,LandPlane,2,Jet
Mystère 900,L3J,M,F900,DASSAULT,LandPlane,3,Jet
Rafale,L2J,M,RFAL,DASSAULT,LandPlane,2,Jet
Super Etendard,L1J,M,ETAR,DASSAULT,LandPlane,1,Jet
Super Mystère B2,L1J,M,SMB2,DASSAULT,LandPlane,1,Jet
Vajra,L1J,M,MIR2,DASSAULT,LandPlane,1,Jet
1150 Atlantic,L2T,M,ATLA,DASSAULT,LandPlane,2,Turboprop/Turboshaft
Atlantic,L2T,M,ATLA,DASSAULT,LandPlane,2,Turboprop/Turboshaft
Atlantique 2,L2T,M,ATLA,DASSAULT,LandPlane,2,Turboprop/Turboshaft
Etendard 4,L1J,M,ETAR,DASSAULT,LandPlane,1,Jet
